X,Y,OBJECTID,SysSchool,GradeRange,SchoolAddress,SchoolCity,STATE,SchoolZipCode,MailAddress,MailCity,MailZipCode,PrincipalName,PrincipalEmail,SchoolPhone,SchoolFax,longitude,latitude,Year,SchoolYear,SystemID,SystemName,SchoolID,SchoolName,Type,ENROLLMENT_COUNT,ENROLL_PERCENT_ASIAN,ENROLL_PERCENT_NATIVE,ENROLL_PERCENT_BLACK,ENROLL_PERCENT_HISPANIC,ENROLL_PERCENT_MULTIRACIAL,ENROLL_PERCENT_WHITE,ENROLL_PERCENT_MIGRANT,ENROLL_PERCENT_ED,ENROLL_PERCENT_SWD,ENROLL_PERCENT_LEP,ENROLL_PCT_ESOL,ENROLL_PCT_GIFTED,direct_cert_perc,pAbsent0_5,pAbsent6_15,pAbsent16P,Churn,TeacherCount,AvgExp,pYrsLt1,pYears1_10,pYears11_20,pYears21_30,pYearsGt30,Debt,GenAdmin,Instruction,Support,Ops,Media,PServices,Capital,SchoolAdmin,Food,Transport,TotalSpend,CCRPI,ClimateStar,NTestedELA3,Begin_CntELA3,Develop_CntELA3,Prof_CntELA3,Dist_CntELA3,pBeginELA3,pDevelopELA3,pProfELA3,pDistELA3,DevPlus_CntELA3,ProfPlus_CntELA3,pDevPlusELA3,pProfPlusELA3,NTestedELA5,Begin_CntELA5,Develop_CntELA5,Prof_CntELA5,Dist_CntELA5,pBeginELA5,pDevelopELA5,pProfELA5,pDistELA5,DevPlus_CntELA5,ProfPlus_CntELA5,pDevPlusELA5,pProfPlusELA5,NTestedMath3,Begin_CntMath3,Develop_CntMath3,Prof_CntMath3,Dist_CntMath3,pBeginMath3,pDevelopMath3,pProfMath3,pDistMath3,DevPlus_CntMath3,ProfPlus_CntMath3,pDevPlusMath3,pProfPlusMath3,NTestedMath5,Begin_CntMath5,Develop_CntMath5,Prof_CntMath5,Dist_CntMath5,pBeginMath5,pDevelopMath5,pProfMath5,pDistMath5,DevPlus_CntMath5,ProfPlus_CntMath5,pDevPlusMath5,pProfPlusMath5,NTestedELA8,BeginELA8_Cnt,DevelopELA8_Cnt,ProfELA8_Cnt,DistELA8_Cnt,NTestedMath8,BeginMath8_Cnt,DevelopMath8_Cnt,ProfMath8_Cnt,DistMath8_Cnt,pBeginELA8,pDevelopELA8,pProfELA8,pDistELA8,pBeginMath8,pDevelopMath8,pProfMath8,pDistMath8,DevPlusELA8_Cnt,ProfPlusELA8_Cnt,pDevPlusELA8,pProfPlusELA8,DevPlusMath8_Cnt,ProfPlusMath8_Cnt,pDevPlusMath8,pProfPlusMath8,NTestedAlgebraI,Begin_CntAlgebraI,Develop_CntAlgebraI,Prof_CntAlgebraI,Dist_CntAlgebraI,pBeginAlgebraI,pDevelopAlgebraI,pProfAlgebraI,pDistAlgebraI,DevPlus_CntAlgebraI,ProfPlus_CntAlgebraI,pDevPlusAlgebraI,pProfPlusAlgebraI,NTestedAmLit,Begin_CntAmLit,Develop_CntAmLit,Prof_CntAmLit,Dist_CntAmLit,pBeginAmLit,pDevelopAmLit,pProfAmLit,pDistAmLit,DevPlus_CntAmLit,ProfPlus_CntAmLit,pDevPlusAmLit,pProfPlusAmLit,NTestedAnalGeometry,Begin_CntAnalGeometry,Develop_CntAnalGeometry,Prof_CntAnalGeometry,Dist_CntAnalGeometry,pBeginAnalGeometry,pDevelopAnalGeometry,pProfAnalGeometry,pDistAnalGeometry,DevPlus_CntAnalGeometry,ProfPlus_CntAnalGeometry,pDevPlusAnalGeometry,pProfPlusAnalGeometry,NTestedBiology,Begin_CntBiology,Develop_CntBiology,Prof_CntBiology,Dist_CntBiology,pBeginBiology,pDevelopBiology,pProfBiology,pDistBiology,DevPlus_CntBiology,ProfPlus_CntBiology,pDevPlusBiology,pProfPlusBiology,NTestedCoordAlgebra,Begin_CntCoordAlgebra,Develop_CntCoordAlgebra,Prof_CntCoordAlgebra,Dist_CntCoordAlgebra,pBeginCoordAlgebra,pDevelopCoordAlgebra,pProfCoordAlgebra,pDistCoordAlgebra,DevPlus_CntCoordAlgebra,ProfPlus_CntCoordAlgebra,pDevPlusCoordAlgebra,pProfPlusCoordAlgebra,NTestedEcon,Begin_CntEcon,Develop_CntEcon,Prof_CntEcon,Dist_CntEcon,pBeginEcon,pDevelopEcon,pProfEcon,pDistEcon,DevPlus_CntEcon,ProfPlus_CntEcon,pDevPlusEcon,pProfPlusEcon,NTestedGeometry,Begin_CntGeometry,Develop_CntGeometry,Prof_CntGeometry,Dist_CntGeometry,pBeginGeometry,pDevelopGeometry,pProfGeometry,pDistGeometry,DevPlus_CntGeometry,ProfPlus_CntGeometry,pDevPlusGeometry,pProfPlusGeometry,NTestedLit9,Begin_CntLit9,Develop_CntLit9,Prof_CntLit9,Dist_CntLit9,pBeginLit9,pDevelopLit9,pProfLit9,pDistLit9,DevPlus_CntLit9,ProfPlus_CntLit9,pDevPlusLit9,pProfPlusLit9,NTestedPhysSci,Begin_CntPhysSci,Develop_CntPhysSci,Prof_CntPhysSci,Dist_CntPhysSci,pBeginPhysSci,pDevelopPhysSci,pProfPhysSci,pDistPhysSci,DevPlus_CntPhysSci,ProfPlus_CntPhysSci,pDevPlusPhysSci,pProfPlusPhysSci,NTestedUSHistory,Begin_CntUSHistory,Develop_CntUSHistory,Prof_CntUSHistory,Dist_CntUSHistory,pBeginUSHistory,pDevelopUSHistory,pProfUSHistory,pDistUSHistory,DevPlus_CntUSHistory,ProfPlus_CntUSHistory,pDevPlusUSHistory,pProfPlusUSHistory,NDropout712,pNDropout712,GraduationRate,NUMBER_OF_GRADUATES,pHopeEligible,chENROLLMENTCnt,pchENROLLMENTCnt,chCCRPI,chpProfPlusELA3,chpProfPlusMath3,chpProfPlusELA5,chpProfPlusMath5,chpELA8,chpProfPlusMath8,chpProfPlusAlgebraI,chpProfPlusAmLit,chpProfPlusAnalGeometry,chpProfPlusBiology,chpProfPlusCoordAlgebra,chpProfPlusEcon,chpProfPlusGeometry,chpProfPlusLit9,chpProfPlusPhysSci,chpProfPlusUSHistory,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-82.4793045439999,31.5591120170001,11,6030102,PK-02,251 Cumberland Rd,Alma,GA,31510-1680,251 Cumberland Rd,Alma,31510-1680,"Chancey, Marcy", ,912.632.4765,912.632.6611,-82.479301,31.559106,2019,2018-19,603,Bacon County,102,Bacon County Primary School,Elementary School,468,0,0,22,15,6,57,5,87,14,8,8,6,52,42,48,11,20,40,18,0,25,28,45,3,0,0,7299,22,765,213,138,0,732,3,0,9172,86,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-12.19,,,,,,,,,,,,,,,,,,{004FF1CB-F795-4D9B-8248-5DD45235D7A1},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-82.458494537,31.5219540100001,12,6030202,06-08,1188 US Highway 1 S,Alma,GA,31510-3737,1188 US Highway 1 S,Alma,31510-3737,"Powell, Charlie", ,912.632.4662,912.632.6603,-82.458491,31.521948,2019,2018-19,603,Bacon County,202,Bacon County Middle School,Middle School,494,0,0,21,15,4,59,6,68,18,9,2,10,44,42,43,15,14,36,15,0,25,42,33,0,0,0,6151,28,361,120,163,0,676,0,0,7499,85,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,34,53,22,0,160,29,67,48,16,31,49,20,0,18,42,30,10,75,22,69,20,131,64,82,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,2,37,12,0,4,73,24,51,49,100,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,7.39,20,,,,,-18,5,,,,,,,,,,,{70A6D901-05F3-443D-AA04-31E631EFCFA9},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-82.4593665369999,31.52209401,13,6030302,09-12,1190 US Highway 1 S,Alma,GA,31510-3737,1190 US Highway 1 S,Alma,31510-3737,"Martin, Traci", ,912.632.4414,912.632.6603,-82.459363,31.522088,2019,2018-19,603,Bacon County,302,Bacon County High School,High School,591,1,0,17,12,3,67,4,58,11,2,1,12,31,38,41,20,10,42,16,7,24,41,17,12,0,0,5449,258,707,109,806,0,566,5,0,7900,81,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,44,76,35,6,27,47,22,4,117,41,73,25,152,28,60,58,6,18,40,38,4,124,64,82,42,,,,,,,,,,,,,,140,39,39,53,9,28,28,38,6,101,62,72,44,,,,,,,,,,,,,,106,40,29,35,2,38,27,33,2,66,37,62,35,135,35,44,42,14,26,33,31,10,100,56,74,42,107,23,47,36,1,22,44,34,1,84,37,78,35,41,4,1,25,11,10,2,61,27,37,36,90,88,149,52,52,38,7,35,35,26,5,97,45,65,30,,,94,148,39,21,3.68,12,,,,,,,6,20,,0,,-14,,13,37,-1,{420AE8DA-0E4F-46C6-93D4-891C25B9D59C},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-82.455169536,31.5365470130001,14,6033050,03-05,523 E 16th St,Alma,GA,31510-3013,523 E 16th St,Alma,31510-3013,"Ellis, Darrell", ,912.632.4133,912.632.5414,-82.455166,31.536541,2019,2018-19,603,Bacon County,3050,Bacon County Elementary School,Elementary School,495,0,0,22,15,5,57,5,86,16,11,7,8,47,57,37,6,16,36,18,0,31,22,42,6,0,0,6152,44,653,255,136,0,581,5,0,7826,80,5,153,39,51,56,7,26,33,37,5,114,63,75,41,183,33,73,66,11,18,40,36,6,150,77,82,42,152,8,37,75,32,5,24,49,21,144,107,95,70,183,13,73,78,19,7,40,43,10,170,97,93,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2.48,-2,21,42,0,8,,,,,,,,,,,,,{8B63FD45-D6D8-4085-98C2-F3DA84DBACAF},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.3442820719999,31.3117429010001,15,6040105,PK-12,260 Ga Highway 37 SW,Newton,GA,39870-8212,260 Ga Highway 37 SW,Newton,39870-8212,"Best, Michael", ,229.734.5274,229.734.3071,-84.344278,31.311737,2019,2018-19,604,Baker County,105,Baker County K12 School,K12,271,0,0,60,12,6,23,2,94,19,0,0,,68,51,37,12,22,30,14,3,43,23,23,7,0,0,8838,734,1314,587,914,0,703,0,0,13090,,,18,8,6,4,0,44,33,22,0,10,4,56,22,19,7,6,6,0,37,32,32,0,12,6,63,32,18,4,10,4,0,22,56,22,0,14,4,78,22,19,11,8,0,0,58,42,0,0,8,0,42,0,22,7,12,3,0,22,6,12,3,1,32,55,14,0,27,55,14,5,15,3,68,14,16,4,73,18,21,8,10,2,1,38,48,10,5,13,3,62,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,23,11,7,5,0,48,30,22,0,12,5,52,22,,,,,,,,,,,,,,3,,,,,,,,,,,,,24,12,9,3,0,50,38,13,0,12,3,50,13,22,6,7,9,0,27,32,41,0,16,9,73,41,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,87,22,36,-37,-12.01,,9,14,13,-7,-7,7,,,,0,,,,16,,,{8361C3A0-834F-4BB0-8688-BA54AE834F72},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.266745844,33.0834413310001,16,6050100,06-08,356 Blandy Rd NW,Milledgeville,GA,31061-8927,356 Blandy Rd NW,Milledgeville,31061-8927,"Ray, Daymond", ,478.457.3370,478.457.2422,-83.266742,33.083435,2019,2018-19,605,Baldwin County,100,Oak Hill MS,Middle School,1162,1,0,72,3,3,21,0,93,12,1,1,6,59,52,34,14,10,70,13,3,39,37,21,0,0,0,4718,136,191,121,111,0,762,0,0,6038,65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,130,144,73,18,363,103,187,62,11,36,40,20,5,28,52,17,3,235,91,64,25,260,73,72,20,94,9,38,37,10,10,40,39,11,85,47,90,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,94,5,23,45,21,5,25,48,22,89,66,95,70,,,,,,,,,,,,,,,,,,,45,4.02,6,,,,,5,5,-44,,,,,,,,35,,{DA3B0D33-5295-4B7A-81AC-DDD1416234E7},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.258452841,33.072074328,17,6050189,09-12,155 Ga Highway 49 W,Milledgeville,GA,31061-3600,155 Ga Highway 49 W,Milledgeville,31061-3600,"Flanders, Jason", ,478.453.6429, ,-83.258449,33.072068,2019,2018-19,605,Baldwin County,189,Baldwin High School,High School,1204,1,0,72,2,3,22,0,93,11,0,0,5,40,57,29,14,12,73,13,3,40,32,19,7,0,0,5135,148,371,133,407,0,752,0,0,6946,82,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,47,71,26,2,32,49,18,1,99,28,68,19,206,51,91,62,2,25,44,30,1,155,64,75,31,,,,,,,,,,,,,,275,88,88,87,12,32,32,32,4,187,99,68,36,,,,,,,,,,,,,,259,64,98,73,24,25,38,28,9,195,97,75,38,339,145,123,64,7,43,36,19,2,194,71,57,21,368,75,142,126,25,20,39,34,7,293,151,80,41,191,47,86,54,4,25,45,28,2,144,58,75,30,228,65,104,52,7,29,46,23,3,163,59,72,26,29,2,91,270,33,-62,-4.89,4,,,,,,,10,7,,0,,1,-1,16,-8,-14,{E024BF37-F498-46FA-BA26-51C22443FF20},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.264064843,33.090383332,18,6050300,03-05,220 N Abc Dr,Milledgeville,GA,31061-1500,220 N Abc Dr,Milledgeville,31061-1500,"Holder, Shawne", ,478.457.2967, ,-83.264061,33.090377,2019,2018-19,605,Baldwin County,300,Lakeview Academy,Elementary School,680,3,0,64,4,3,26,0,93,15,4,2,10,53,63,33,5,15,36,13,3,44,33,17,3,0,0,5082,14,213,225,121,0,575,0,0,6231,72,4,215,78,76,50,11,36,35,23,5,137,61,64,28,244,80,100,55,9,33,41,23,4,164,64,67,26,215,47,84,60,24,22,39,28,11,168,84,78,39,244,63,131,39,11,26,54,16,5,181,50,74,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{DEB1BB4C-F7A6-45A7-B16A-97CB8BB35A3E},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.271485845,33.07976433,19,6050301,KK-02,375 Blandy Rd NW,Milledgeville,GA,31061-8926,375 Blandy Rd NW,Milledgeville,31061-8926,"Burney, Tara", ,478.457.2495, ,-83.271482,33.079758,2019,2018-19,605,Baldwin County,301,Midway Hills Primary,Elementary School,558,1,0,62,1,5,31,0,93,12,0,0,4,68,38,43,18,14,35,16,9,20,26,40,6,0,0,6524,24,172,84,123,0,635,0,0,7562,61,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C7886F83-EF21-42F6-8AC5-9A23B659F28B},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.268655844,33.0803653300001,20,6050302,PK-02,372 Blandy Rd NW,Milledgeville,GA,31061-8927,372 Blandy Rd NW,Milledgeville,31061-8927,"Clark, Tracy", ,478.457.3301, ,-83.268652,33.080359,2019,2018-19,605,Baldwin County,302,Lakeview Primary,Elementary School,687,3,0,57,4,5,30,0,93,14,3,3,5,56,42,45,13,12,48,15,2,31,33,33,0,0,0,5930,3,104,204,106,0,534,0,0,6880,71,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{DD4E7CBB-50EB-4823-8755-7741AC8A227D},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.226688829,33.018688318,21,6050303,03-05,101 Carl Vinson Rd SE,Milledgeville,GA,31061-9781,101 Carl Vinson Rd SE,Milledgeville,31061-9781,"Ingram, Antonio", ,478.457.2440, ,-83.226685,33.018682,2019,2018-19,605,Baldwin County,303,Midway Hills Academy,Elementary School,564,1,0,67,1,5,27,0,93,12,0,0,6,65,53,36,11,14,41,14,5,29,37,27,2,0,0,5358,4,328,233,124,0,644,0,0,6691,57,3,157,69,59,20,9,44,38,13,6,88,29,56,18,180,67,74,35,4,37,41,19,2,113,39,63,22,157,66,55,32,4,42,35,20,3,91,36,58,23,180,70,84,21,5,39,47,12,3,110,26,61,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{4CAA2653-F71E-4F07-B6FD-30E5CBA80EFD},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.4785419689999,34.312813589,22,6060105,06-08,712 Thompson St,Homer,GA,30547-3116,712 Thompson St,Homer,30547-3116,"Boyle, Michael", ,706.677.2277,706.677.5227,-83.478538,34.312807,2019,2018-19,606,Banks County,105,Banks County Middle School,Middle School,695,1,0,1,10,3,86,0,61,15,5,2,9,26,30,51,20,14,43,15,2,30,40,26,2,0,0,5763,9,394,185,149,0,528,0,0,7027,75,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,45,69,76,8,223,49,80,76,18,23,35,38,4,22,36,34,8,153,84,77,42,174,94,78,42,27,0,4,20,3,0,15,74,11,27,23,100,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,14,11,0,0,56,44,25,25,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,5.94,-3,,,,,2,-6,,,,,,,,,,,{EDD0F539-892E-4E52-93C8-13B164336DB0},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.507995979,34.330367591,23,6060107,03-05,180 Highway 51 S,Homer,GA,30547-2529,180 Highway 51 S,Homer,30547-2529,"Bentley, Nancy",nbentley@banks.k12.ga.us,706.677.2308, ,-83.507992,34.330361,2019,2018-19,606,Banks County,107,Banks County Elementary School,Elementary School,606,1,0,2,10,5,82,0,66,19,8,6,4,31,36,50,14,10,47,16,0,30,32,32,6,0,0,6983,20,531,217,71,6,592,0,0,8419,76,5,193,47,53,71,22,24,28,37,11,146,93,76,48,213,43,76,76,18,20,36,36,9,170,94,80,44,193,23,54,98,18,12,28,51,9,170,116,88,60,213,37,89,66,21,17,42,31,10,176,87,83,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31,-4.86,-3,9,13,1,-3,,,,,,,,,,,,,{E6985B4C-763F-4A2F-B989-3679AED76DC7},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.4985509749999,34.3086475870001,24,6060199,09-12,1486A Historic Homer Hwy,Homer,GA,30547-3112,P.O. Box 277,Homer,30547,"Bray, Christine",cebray@banks.k12.ga.us,706.677.2221,706.677.2688,-83.498547,34.308641,2019,2018-19,606,Banks County,199,Banks County High School,High School,843,1,0,2,9,2,87,0,51,14,2,2,10,21,46,33,21,14,68,14,3,35,34,27,2,0,0,6433,119,674,161,289,59,495,0,0,8229,73,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,61,83,31,2,35,47,18,1,116,33,66,19,202,49,76,64,13,24,38,32,6,153,77,76,38,,,,,,,,,,,,,,133,34,32,53,14,26,24,40,11,99,67,74,50,,,,,,,,,,,,,,164,35,39,70,20,21,24,43,12,129,90,79,55,194,43,83,62,6,22,43,32,3,151,68,78,35,200,24,56,89,31,12,28,45,16,176,120,88,60,228,50,82,82,14,22,36,36,6,178,96,78,42,202,28,55,83,36,14,27,41,18,174,119,86,59,18,2,85,172,50,-65,-7.15,-9,,,,,,,,3,,0,,-7,,17,6,-7,{F14634F1-A668-48ED-A7ED-90DCEEBA2FEC},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.510078979,34.330337591,25,6060205,PK-02,266 Highway 51 S,Homer,GA,30547-2514,266 Highway 51 S,Homer,30547-2514,"Dale, Amanda", ,706.677.2355,706.677.4797,-83.510075,34.330331,2019,2018-19,606,Banks County,205,Banks County Primary School,Elementary School,594,0,0,2,7,3,88,0,60,12,4,4,3,33,29,54,17,16,47,14,2,28,53,17,0,0,0,7319,11,408,214,71,0,591,0,0,8613,74,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,-1.16,,,,,,,,,,,,,,,,,,{D7D3DA38-861B-4E14-A30B-BF2DD94E29C7},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.785511039,33.948368499,26,6070101,09-12,940 Haymon Morris Rd,Winder,GA,30680-7889,940 Haymon Morris Rd,Winder,30680-7889,"Martin, Jennifer",jennifer.martin@barrow.k12.ga.us,770.586.5111,770.586.5905,-83.785507,33.948362,2019,2018-19,607,Barrow County,101,Apalachee High School,High School,1887,4,0,15,21,5,56,0,54,13,6,4,10,17,43,37,20,11,112,11,8,35,41,15,1,0,5,4754,45,462,59,167,0,433,0,0,5925,77,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,148,211,128,8,30,43,26,2,347,136,70,28,418,77,149,161,31,18,36,39,7,341,192,82,46,,,,,,,,,,,,,,486,150,131,167,38,31,27,34,8,336,205,69,42,1,,,,,,,,,,,,,841,214,264,303,60,25,31,36,7,627,363,75,43,498,111,192,145,50,22,39,29,10,387,195,78,39,520,67,174,223,56,13,34,43,11,453,279,87,54,42,25,15,2,0,60,36,5,0,17,2,41,5,109,17,25,51,16,16,23,47,15,92,67,84,62,42,2,91,410,41,155,8.94,0,,,,,,,3,4,,0,,3,,12,-8,22,{7D62D7DA-7BFE-4905-80EE-0CF95620040A},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.738652029,34.0262595180001,27,6070105,PK-05,334 Rockwell Church Rd NW,Winder,GA,30680-2923,334 Rockwell Church Rd NW,Winder,30680-2923,"Bresson, Diane", ,770.867.2902,770.867.8942,-83.738648,34.026253,2019,2018-19,607,Barrow County,105,County Line Elementary School,Elementary School,521,7,0,7,19,6,61,1,63,16,19,14,10,30,45,46,9,15,45,16,4,29,31,31,4,0,5,7143,4,517,236,280,0,757,0,0,8942,82,4,71,19,24,24,4,27,34,34,6,52,28,73,39,97,14,33,33,17,14,34,34,18,83,50,86,52,71,11,25,28,7,16,35,39,10,60,35,85,49,97,15,33,34,15,16,34,35,16,82,49,85,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-361,-40.92,5,-1,5,9,8,,,,,,,,,,,,,{70BEF497-4F12-4AA6-98FB-FA9B30CEA9C5},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.78929104,33.947645499,28,6070106,06-08,1008 Haymon Morris Rd,Winder,GA,30680-7840,1008 Haymon Morris Rd,Winder,30680-7840,"Bowen, James Barrett", ,678.963.0602,770.867.1854,-83.789287,33.947639,2019,2018-19,607,Barrow County,106,Haymon-Morris Middle School,Middle School,851,4,0,12,21,5,57,0,57,14,15,4,14,18,45,42,13,11,58,13,7,38,33,19,3,0,0,5562,2,486,154,149,0,525,0,0,6880,72,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,39,112,97,32,280,34,127,100,19,14,40,35,11,12,45,36,7,241,129,86,46,246,119,88,43,35,0,4,22,9,0,11,63,26,35,31,100,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,13,27,8,2,27,55,16,48,35,98,71,,,,,,,,,,,,,,,,,,,125,17.21,-8,,,,,6,-5,-5,,,,,,,,,,{5368524A-5702-4A35-96D8-1CA0B20E973A},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
